,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec-02,Dec-03,Dec-04,Dec-05,Dec-06,Dec-07,Dec-08,Dec-09,Hi 10
201906,-99.99,6.85,7.97,7.09,5.84,7.67,7.73,7.96,7.04,4.95,6.44,7.89,7.48,7.45,7.97,8.42,7.7,7.27,6.99
201907,-99.99,-1.6,1.2,1.5,-2.32,-0.35,1.39,1.14,1.54,-3.23,-1.81,-0.76,-0.09,0.59,2.01,1.46,0.93,1.21,1.61
201908,-99.99,-6.45,-5.15,-1.93,-6.33,-5.41,-5.65,-4.4,-1.75,-5.77,-6.63,-6.6,-4.66,-6.15,-5.28,-4.75,-4.17,-2.6,-1.58
201909,-99.99,2.76,1.64,1.64,2.92,2.33,1.65,1.71,1.62,2.36,3.23,2.57,2.17,1.07,2.09,1.44,1.88,1.27,1.69
201910,-99.99,0.92,1.86,2.32,0.08,2.69,2.15,0.88,2.44,-1.75,1.09,1.9,3.18,3.09,1.46,1.04,0.77,0.53,2.82
201911,-99.99,5.26,4.38,3.89,5.04,4.6,4.36,4.99,3.78,2.96,6.16,5.5,4.05,4.57,4.19,4.53,5.28,3.82,3.78
201912,-99.99,5.78,2.5,2.86,6.2,4.08,2.45,2.03,2.94,5.12,6.77,5.29,3.35,2.5,2.41,2.25,1.89,2.61,3.01
202001,-99.99,-5.21,-2.72,0.38,-4.66,-4.87,-3.14,-0.92,0.45,-2.83,-5.59,-5.85,-4.26,-3.5,-2.87,-1.65,-0.46,-0.67,0.67
202002,-99.99,-7.73,-8.64,-7.99,-6.65,-9.49,-8.39,-8.65,-7.94,-6.37,-6.79,-9,-9.78,-7.56,-9,-8.53,-8.72,-7.57,-8.01
202003,-99.99,-23.84,-21.23,-12.16,-23.21,-23.25,-20.73,-19.46,-11.69,-22.23,-23.74,-24.61,-22.4,-21.39,-20.24,-21.4,-18.23,-16.28,-10.81
202004,-99.99,16.32,15.75,13.22,16.59,15.62,14.92,15.22,13.15,15.4,17.25,15.99,15.4,15.87,14.21,16.87,14.24,13.93,13.01
202005,-99.99,6.56,8.16,5.15,7.44,6.23,8.42,8.21,4.94,8.14,7.05,5.5,6.68,8.43,8.42,8.37,8.11,7.45,4.49
202006,-99.99,6.09,2.49,2.22,7.81,3.42,2.56,1.47,2.31,9.76,6.72,3.95,3.1,3.33,1.99,2.21,1.02,2.29,2.31
202007,-99.99,0.83,3.54,6.07,2.21,1.94,2.82,5.9,6.02,3.72,1.42,-0.36,3.52,2.66,2.93,4.35,6.81,6,6.02
202008,-99.99,5.36,5.41,7.92,5.55,6.33,5.41,4.38,8.21,2.16,7.34,5.2,7.09,5.73,5.16,4.81,4.14,3.02,9.07
202009,-99.99,-3.97,-3.18,-3.71,-2.66,-4.2,-3.34,-1.51,-3.93,-0.78,-3.61,-5.11,-3.6,-2.88,-3.69,-2.85,-0.74,-1.63,-4.28
202010,-99.99,2.03,2.75,-2.67,0.16,2.74,3.19,1.04,-2.88,-1.93,1.25,3.7,2.11,3.47,2.98,2.48,0.21,0.84,-3.47
202011,-99.99,21.64,16.98,11.71,22.33,19.75,17.55,14.47,11.56,23.44,21.76,21.05,18.88,18.99,16.45,15.67,13.76,13.29,11.27
202012,-99.99,9.17,8.08,4.18,8.84,9.49,9.07,5.94,4.07,10.01,8.24,9.46,9.51,10.13,8.26,6.38,5.68,3.84,4.11
202101,-99.99,13.25,2.64,-0.83,18.28,7.25,2.23,0.63,-0.89,16.48,19.23,8.9,6.13,1.39,2.9,1.82,-0.07,-0.41,-0.98
202102,-99.99,8.33,6.95,2.47,6.58,8.3,6.82,6.74,2.15,12.45,3.54,9.98,7.14,8.34,5.63,7.05,6.56,4.73,1.71
202103,-99.99,2.55,2.15,3.61,3.75,1.32,1.98,2.24,3.74,1.42,5.06,1.46,1.23,2.25,1.77,2.7,1.97,2.36,3.98
202104,-99.99,0.63,3.43,5.45,-0.63,1.75,3.51,4.46,5.51,-1.47,-0.18,1.79,1.72,3.1,3.83,3.99,4.75,5.62,5.49
